   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	  100	  101	  102	  103	  104	  105	  106	  107	  108	  109	  110	  111	  112	  113	  114	  115	  116	  117	  118	  119	  120	  121	  122	  123	  124	  125	  126	  127	  128	  129	  130	  131	  132	  133	  134	  135	  136	  137	  138	  139	  140	  141	  142	  143	  144	  145	  146	  147	  148	  149	  150	  151	  152	  153	  154	  155	  156	  157	  158	  159	  160	  161	  162	  163	  164	  165	  166	  167	  168	  169	  170	  171	  172	  173	  174	  175	  176	  177	  178	  179	  180	  181	  182	  183	  184	  185	  186	  187	  188	  189	  190	  191	  192	  193	  194	  195	  196	  197	  198	  199	  200	  201	  202	  203	  204	  205	  206	  207	  208	  209	  210	  211	  212	  213	  214	  215	  216	  217	  218	  219	  220	  221	  222	  223	
 75		31564	33238	22216	14706	 7080	43321	34707	33874	44255	26776	34513	27414	31982	51897	51488	42956	30334	33704	50684	15196	49028	  453	43910	21534	21067	44773	52181	 1503	22999	46876	 5329	 6207	21807	39130	12974	12493	 9979	52275	47886	27918	34761	51013	43194	40798	14712	45674	52223	59690	11885	58808	 4977	41529	45901	28370	33133	38095	26312	57779	14997	35638	55343	38443	57425	 5945	48342	 7717	51963	 3333	54170	32841	15568	19472	  846	39410	49904	26032	57185	20962	26351	 5381	20738	49829	33076	28605	35930	  519	44211	23832	 6438	54992	23386	 2485	30124	 4955	22865	43524	57284	22783	14476	34768	37575	 5642	25691	19811	23452	57224	49055	34211	59777	50945	19417	24225	14298	17253	38402	48013	43219	  624	57532	48929	50001	50292	30955	 3697	 5563	53572	26061	33488	39099	20694	 4172	44971	14347	49563	 2200	37757	32601	36170	 1111	51280	34493	31804	27004	 4053	22993	26777	36576	 9247	45328	54480	24562	18484	54360	 5513	46444	45462	45922	10977	37106	46979	28665	17901	   63	38204	17862	 7323	12599	21072	 5233	20701	 3938	 6096	44060	10797	51573	 7022	17374	54969	 1558	54168	12304	32010	29950	 5789	18908	14655	50169	 6293	29503	42070	 2929	51551	23483	41132	10632	 5855	43470	28468	22430	59036	 8911	 6966	35623	12432	 8980	 3727	26787	14006	29468	25175	35221	45063	38914	35760	 3636	19363	56457	54438	41337	  208	 6838	10794	 3849	  864	
 76		36151	53814	41031	  975	20114	 3268	10084	 7692	59237	26598	37403	17950	43616	24497	25865	25563	14188	 7697	  521	13023	30149	57085	52393	18800	40576	52447	25219	44364	36046	39783	 4387	28937	 3801	52856	51677	 3170	55567	37482	20313	35693	13319	 9933	 1875	20193	42822	19157	55904	  100	13571	10822	28362	58752	41912	47249	24840	35628	15460	24852	 4595	36182	34673	41117	33006	33354	41658	 1621	16000	 5632	18045	26209	51062	55386	13755	51522	49714	 2169	32535	25676	43788	57437	53281	 2524	40983	33667	49247	 7896	 2937	49003	48454	25029	54435	 6763	56730	28301	25284	59820	50915	15364	20118	37584	37059	42673	11156	 2413	 5082	 7967	26074	12038	36794	44917	51986	38899	38353	37034	15835	10825	27253	53992	14667	33690	36733	19869	15056	 8679	34362	 3493	42858	26102	42473	42692	36196	18655	10334	53179	28225	  136	17552	20610	23952	26605	55234	 4308	 7705	10142	33858	52807	23164	45145	45579	51030	22528	 4459	19983	44403	56770	33676	57601	24825	 8222	29782	38916	47738	50033	31146	32502	 5846	49723	50429	  461	21044	 8805	54176	17982	59974	13681	26144	14832	 7747	28180	30097	52764	23136	40545	26846	34464	40115	44786	22593	41893	11899	 8726	10390	 9136	33175	 4190	45554	20820	15934	27127	22967	48543	32749	 3783	 5229	32378	43870	49905	28302	13823	28546	30411	28104	43848	54405	53476	51108	33080	42041	 2240	 2464	19303	15082	50772	 1864	
 77		 5319	55533	56944	40834	58415	59154	10014	 2065	 9539	30683	 1201	31298	43864	 9803	26175	48584	14817	29254	 6377	52342	53465	  714	44459	18424	24951	20404	20858	42849	 1935	34913	 1178	19771	50057	19628	27548	58817	35474	56103	 6081	31292	19647	59371	 7211	28519	23528	48251	 8628	15850	23729	34069	35675	48820	14906	32820	40283	41251	46082	23993	26573	  277	 1893	39121	25270	  835	54039	50629	36127	46676	17830	27744	57164	 7989	38586	 8618	38210	 7847	42979	11416	39286	14840	31631	29176	26818	 3771	 1984	21972	 7512	27568	18270	 6333	55847	11163	26394	12339	23272	34243	50145	50095	28447	 7789	 5507	 8885	52428	 2426	 2456	44821	58269	36109	46452	31851	12005	29624	52104	31098	 5299	52545	19087	39535	17325	11349	41112	49109	26712	34308	45316	30462	25736	26048	11068	38814	58083	 2115	43502	58491	24622	50131	14413	17257	50452	39275	34752	48350	44856	 6086	56754	 5222	31183	53583	 2570	44737	36202	22790	47578	33914	18864	44738	20517	58865	52687	58126	18271	19971	41491	41138	40432	49649	52385	53107	19763	56017	48764	 7024	 3651	38540	 1727	41259	 2279	18870	 7763	56366	32712	13113	 7970	48569	 8660	 8928	24096	22389	28296	37030	25923	22264	36959	41943	55517	50456	15523	 1177	26349	14212	39306	56905	23968	 4081	28609	 1507	27261	 4511	21142	 3558	 8847	53275	 6344	25983	  997	39133	 2134	 9197	55016	25625	24886	 4525	55264	  418	
 78		18715	20335	29199	16593	44381	40855	35167	23872	48664	52154	36951	31945	55316	 3795	25578	37571	45048	25201	14900	 9782	29420	 5836	18761	58728	20094	57378	14141	36400	15519	55091	21608	51938	12720	 9355	42735	13267	18862	30889	43574	 2654	10010	38572	19327	30559	59962	41047	20171	35741	47930	22732	11236	22606	31288	 9484	41178	42360	 9058	11223	32302	36665	47118	 7629	11743	48853	58287	49663	23389	50193	18542	12286	 9707	15553	25893	 7423	42783	19737	45504	23929	53613	49006	55799	12730	42384	47757	46456	52846	22787	 9068	51178	37310	 9030	24813	43688	  126	32223	31185	30143	44659	  178	50075	29416	 8096	30741	49848	53509	50409	47883	39560	39213	 9864	18235	48228	 2198	35436	34284	44603	14244	37236	57727	22004	 8661	45792	51084	19069	22828	 5623	 2829	34096	 1927	13314	 8754	23335	38490	21513	53570	38101	  242	 1669	 3164	34717	14372	58429	53832	55534	42893	12994	46823	33677	58985	34241	 7657	30885	 8285	 7202	44341	33207	10746	41648	 5253	19780	54197	46029	53137	17584	 3126	15363	27251	 2090	 6596	 6876	31113	26111	15432	56656	22780	49837	40567	44151	25624	 6145	47191	11663	 3391	  593	59413	 2273	48854	35755	57404	 8840	13101	32955	27754	33255	 4762	22412	14053	18530	32612	27187	48068	38880	 4171	19842	 1342	30604	24778	45055	56517	32384	18014	42617	27540	32293	23291	21913	11716	12969	38898	27713	 7949	47696	 3731	59633	
 79		26822	10995	56359	 1739	36601	12232	36997	43988	48756	16132	42408	44764	45431	20340	48329	 6475	 9656	56976	33489	19163	43590	22703	 5011	41287	18476	22039	23455	25607	36530	40426	 5946	57790	10935	 2992	33505	33593	27497	35535	 6111	38336	42229	59117	40176	58053	31382	35904	25677	26386	12639	25921	31761	16095	10267	16537	47543	 9608	34007	15996	39732	34442	 3816	 1209	46754	16087	19535	38660	46690	40752	45578	 2303	43820	59308	 1163	54190	31014	42219	40448	 3962	31206	52412	49571	32855	21272	55703	51133	37908	54978	47611	19135	40284	48478	46070	45521	31093	46147	 3272	35954	 7146	 5053	55975	37398	55417	29620	21058	32511	56822	35776	43279	22537	58100	38184	  577	53682	41962	53025	22854	 6792	43386	43216	18224	58743	37934	55066	37128	 7145	26282	19339	48806	33928	57771	34055	 9619	16102	57721	27192	14416	32557	41694	46795	22571	21967	24964	 6481	12071	49110	21863	11930	15800	 1406	13220	50706	38263	 6951	30706	59035	54534	43676	35301	 2392	30567	 2057	27302	57364	31710	 5276	 6318	41062	 1221	24411	36964	 6533	28152	26022	37559	35995	51213	34922	54370	18087	  970	26706	11119	53758	52966	58836	22052	 1001	17511	42895	34633	56442	40104	14014	 5753	 1223	13700	33376	16441	10732	31784	25298	54965	31224	19588	 8258	26785	38043	41456	38524	 8086	38989	44434	41390	 2519	11340	 8455	 4249	21526	19274	16635	53399	43970	31081	23195	
 80		44864	49265	50534	57358	 2326	41668	16296	31877	34787	27009	15976	19175	26496	56242	  895	37112	29366	24115	14696	33617	10264	58881	43496	53087	 6091	50434	51543	11892	11734	16438	42935	39340	13528	47940	 7100	11886	 1923	46346	52853	59889	57434	 7888	 4075	17173	46174	34827	13615	32227	14438	11229	23207	42881	26813	 2437	 4522	10219	26253	27752	38871	59190	11029	36596	30114	52488	  507	10039	51387	12898	29198	39644	42181	28912	21775	48262	14533	52457	39218	 6610	45138	41877	10560	12510	17894	59234	38535	11906	 3888	53027	52520	 9773	51137	56053	28715	22276	 1240	27064	 9618	34382	28967	58071	47271	48023	30379	36694	44524	37913	 6109	24267	26871	59844	11183	26806	 1188	24112	28786	55085	31412	51801	37057	51772	39153	23317	56502	44667	16627	58710	12262	14419	37079	 9018	47722	35613	 5471	15338	12860	 6852	 3417	56738	40018	44700	43984	 5226	30299	 1154	 7409	42877	16370	51172	49407	52402	 6718	  343	16636	 8057	 6830	 2481	47176	43209	   75	44441	59868	 4616	 3689	37012	19889	54697	55027	17856	 3190	11681	45420	26210	38416	44884	33457	30513	20844	59715	28206	46838	29233	49146	51841	 3545	  394	27432	 7178	35671	30839	15107	52531	57252	59716	45498	 4864	55560	21481	26816	 2447	53403	26759	15373	14777	58908	52101	 2239	17802	28752	21779	17504	12165	52625	16774	47914	36351	33023	39107	 4906	39270	30734	37704	 2210	45868	59410	
 81		24836	 2993	 1629	  161	34060	48434	43153	10876	34404	28058	16585	58533	20024	17853	40345	15540	30531	45751	12890	23958	20550	13391	 8921	 4811	23422	24652	52431	15466	30032	28864	10980	18829	 6652	14776	37544	46789	48771	48266	52736	28580	50219	25805	52676	54561	26909	  252	19850	10578	 4505	13526	14147	 2153	39178	32938	53391	 4821	54151	 9103	29202	20548	21751	10892	52626	51265	50432	16074	  311	31559	54941	18036	 6449	37946	48515	 2023	 9801	12856	26110	37713	31423	42719	21867	54473	39232	51110	37825	32247	36454	12559	55979	21708	11343	 4124	47242	23889	21132	 6868	58899	11521	50769	13465	26299	18976	 6567	56560	19528	16435	14788	27762	32241	 5688	40731	30283	44168	15866	48346	12202	53070	37282	10954	43983	28850	39520	30277	38618	59138	  896	 1297	35718	56467	 6203	43645	45815	14736	25194	40546	  333	53993	34148	  817	11315	24965	14474	 1649	49315	21950	36329	54334	32458	 8609	 7132	34342	 4737	49965	23144	43123	13946	28436	23192	49872	49181	24302	11270	 7752	54156	 8460	40672	49317	50942	56761	20721	34891	 9851	 8224	44697	41102	26522	19947	21739	 8795	39959	 2504	55728	51584	16954	54656	24763	20458	47377	  670	23751	29438	12886	12070	47758	17852	33155	56914	 9424	32571	15669	41313	45118	24787	44840	10618	33349	   98	26439	40997	23236	37767	42134	13730	10480	 5003	48852	50085	39077	45555	30704	29459	50113	25888	19258	
 82		21380	38590	41427	40063	39074	45567	26337	20316	30883	28775	59049	57946	 6248	26038	26537	16878	55053	 9116	37249	46739	10571	26896	42057	57867	10338	38389	26879	39773	 9550	40050	50241	50792	53310	51575	25855	57599	29037	19367	39482	55744	 1073	28997	10605	 8816	 9827	35027	44379	38412	 6968	33814	50109	34558	 3098	36812	21945	54426	18792	40631	44866	30786	 9463	34120	31478	12329	35139	36152	  290	41191	37053	28348	25759	55785	56661	11990	 7855	14052	38350	59806	32788	 8188	20736	53647	14239	43839	19048	46330	14472	24195	26960	13366	12865	12665	18233	 1586	18029	56672	30948	35938	14077	56065	30383	 8201	29110	15737	18128	36302	 9699	54767	47104	32016	31467	55159	40245	24957	36748	43569	32971	51032	 6308	  256	54228	39380	38368	 1445	56692	18570	13001	38305	36810	23605	22337	50406	14024	48470	35920	20295	22161	54782	 1650	 9362	 1579	12769	59519	35575	 6120	53124	41450	44002	47279	 1334	31537	37350	40608	54152	22759	43826	38977	18776	20144	  175	23719	12622	56652	42024	11351	48757	35294	18351	53875	46425	35534	59142	11868	57271	44572	26727	38510	23234	15928	10900	 5533	 4260	28118	22508	22771	43717	 4629	45153	  510	16899	59214	36526	 4337	15710	21966	53284	40673	34332	13035	  480	42750	47892	12532	13386	 2559	 2191	50879	21747	56303	58302	16904	17251	35811	42568	19777	36363	28299	42971	24545	 9602	47356	21194	22379	 4118	
 83		43000	51229	 6205	11624	 8235	16951	49451	 1012	45310	39671	28648	 2984	55760	  819	 1777	28252	47639	35926	18801	17575	34860	49652	 1802	48796	12747	17137	11563	13183	31752	41626	33184	46888	52982	51859	42356	32960	23374	48973	24914	59462	52760	29572	17435	47459	11423	20008	13742	10990	  764	35817	59266	37100	33711	59850	32237	 8109	10129	49035	29475	  220	42966	50692	39883	36469	 1920	29691	 9441	41705	55079	19661	27870	28178	43398	29921	10194	32984	24850	16184	30218	31323	 2045	39832	27652	 5568	 3912	31128	  320	31293	19944	50664	10835	 1438	39907	 6990	38317	13744	27038	 2901	43008	17572	51577	15182	45783	51230	22175	42364	 4198	35413	25760	16521	18135	57838	18568	35129	47596	49899	 7887	50801	  734	17718	59719	32411	50883	12640	49275	 5106	24724	20894	11085	24202	31218	43323	13068	50967	 3543	42251	11600	44716	 1313	47515	28057	 8279	52739	38107	44343	 6757	52399	59325	58387	27138	22948	57117	53731	 1096	55123	28807	43857	15468	59650	34503	13273	10958	42213	 4757	14968	  491	50623	57469	59642	57888	36841	37543	18521	46929	32487	24863	30927	34269	18170	32903	 1308	19714	14279	 9987	12200	50142	16927	13323	48304	43619	39654	17341	58235	15779	27461	59358	25533	12736	29736	17146	50789	36617	41742	54548	10986	 9366	14592	42705	22083	27006	 1545	19756	56593	54634	24238	56867	 1734	 9649	39451	 8975	 1486	43973	20337	33363	
 84		14369	36917	48669	45010	30331	57269	15218	16935	48162	 2910	36054	 6689	45269	56807	26503	34233	33247	14377	56414	23669	10778	39500	 4546	 5829	49856	24723	36497	  671	 5429	 5076	43316	 5812	34482	 9946	47546	57667	35300	57526	  547	 1894	15444	 4656	31201	 2981	40094	20084	46128	30721	49191	17472	24716	56904	10848	15368	 6062	24478	 9705	16234	 4716	45829	51789	 6353	51822	27544	12995	58714	 6620	 6540	14422	44360	56458	12648	25791	26966	23608	40114	21614	 3396	56939	 8441	25623	 7128	37997	  564	22901	56658	53639	 5550	34864	40384	57724	21453	52124	 2122	 9995	46723	48223	42491	37137	 6764	32396	32602	15108	27101	25107	31462	 6141	14394	37594	46104	54730	50024	36814	58503	 8225	20215	52972	33591	 1168	 7048	54273	11980	37608	33395	42503	24012	45399	35349	33660	45208	52135	54769	45915	44058	31253	50644	13771	45784	41540	20985	51611	42344	17268	42841	39064	21033	57973	35342	27456	20668	59913	 8453	59750	 9414	50225	 6613	10867	33773	39912	57334	20945	32854	 3486	52061	39850	54137	52845	36452	27279	46069	14710	12702	15726	35441	48678	 9095	47160	20509	 9885	 4915	13584	40692	29577	43056	37284	41619	27367	52081	51207	35009	55338	53920	10963	40370	15703	19342	55090	20832	53496	28223	52046	44639	40936	45163	11942	33695	12022	54032	41709	50990	24048	44006	16943	36728	57514	14734	33183	30527	 9104	39124	39171	40836	 2544	55490	
 85		54023	41185	 5245	48026	 8982	29991	53075	37022	53422	52631	58049	50466	 8949	21302	15995	17098	56027	41448	39851	34323	52162	 5493	51096	17506	11218	14163	 8389	52443	13720	19646	 3761	19948	22755	22168	37225	24973	15894	55360	57322	58179	20192	36832	56175	26163	35445	48456	51364	54583	45318	43030	45696	27883	13417	10639	24563	 9952	 2201	 3948	57325	27075	55289	40468	40285	30536	17284	38074	 7138	 7223	55230	35720	24764	  122	32322	37424	 5912	43498	18828	 3420	17869	20468	33266	13518	27878	 3465	23336	16919	21890	55980	16604	51159	 9938	41170	13593	 1326	17721	51900	17878	55924	  878	46493	23959	43208	58843	39721	55199	48373	34092	15972	 8116	58896	23699	12108	58396	42159	10646	15970	59201	54067	39030	58158	 6775	38036	16163	40602	12880	40304	 2934	52872	14096	57397	58550	49897	 7005	53384	53014	46261	39412	11639	 4357	27235	21543	10737	 2490	25614	32105	 9546	34265	32253	33410	 1996	10197	39555	40970	51520	 6381	25179	53490	45598	58625	36486	18639	 6485	44537	 6202	18229	13378	41739	36695	36241	 5263	59085	 3452	29739	29526	12828	 3226	40765	12970	 6600	44698	32887	44107	36063	 8600	11039	 1868	13758	44783	24038	23493	30635	 1246	10865	50216	11391	11723	15907	13645	34966	51943	53645	46917	 5383	52114	40820	17517	14673	34941	 5063	 9439	22378	20689	48645	29639	20467	27546	13188	42282	35378	28039	44479	43133	21294	34012	
 86		58160	55991	37281	31469	38857	41254	19313	 8594	33420	26475	53195	29292	28496	26562	44959	20125	35461	27829	10131	23692	53855	43505	 3287	55493	 5072	19012	48113	13891	15847	39113	55143	17237	 1627	 1702	24788	17309	24821	 7851	51349	50855	45651	36534	 5098	21389	43978	40605	24594	43270	42314	33654	 8970	25169	59582	56227	34507	26246	38640	55332	48974	29237	53128	57796	15958	30319	32066	33002	45151	43125	26320	34086	41454	32228	39419	14131	35443	15093	19193	14172	18254	19749	50273	 5411	46501	45906	 3135	22260	51646	37657	38556	46039	23693	11844	40935	38360	12112	47918	49891	56385	48390	54520	32983	39009	15561	57114	29629	32969	25780	 1660	48321	34590	55868	20551	 8471	59316	54186	 2414	45346	47484	33288	23943	34478	24437	21174	17568	57716	14074	20877	56509	16285	55034	24168	35084	55083	 8111	15973	10217	58647	58131	18095	 3562	22545	25391	14334	49616	29131	11117	33004	54365	53712	21569	57195	 8171	 1808	10877	21160	48876	34660	28047	40875	43206	39916	32371	17644	48831	51868	44262	53753	11395	 4265	31845	25330	40574	41368	52516	51055	20408	48388	33910	34093	55805	 7179	 2764	14805	51518	15702	57321	28455	 9213	28332	15643	19972	31692	 7903	28392	44336	29240	19221	16946	11047	31767	47344	35762	10868	48526	35211	 8577	33131	44094	 7937	22409	43868	20413	34203	41744	40296	24258	24323	37235	46096	17379	43516	36065	 3169	22273	
 87		42785	54187	15307	57319	55909	10385	47422	26580	 9498	 3129	34377	 1032	25629	45799	29511	39622	41022	54240	29943	47745	26174	53816	10649	 6363	54018	27626	 3403	16554	57004	56911	 2053	33780	13215	  654	28656	   38	 7686	29428	55130	55675	44666	33407	27331	22248	22386	16490	22653	31967	34165	 9036	21842	59587	17372	33391	46446	18075	51752	 1169	47500	55504	 7589	55738	 6583	51940	25849	31604	15706	49890	19816	 9162	 5997	27875	38741	33164	58652	32907	30448	 4020	28255	14260	51073	41371	17716	47666	29815	28146	36698	40833	25573	23961	49085	27727	47339	35695	13898	 7515	55098	51734	23409	44532	39142	46368	35350	34910	36110	 9268	25357	22634	56821	47840	 5100	46350	47236	 1203	26921	35924	40413	46681	24634	 2101	43158	19501	12064	31350	42960	 9469	33359	 4858	23736	27483	14204	25663	56613	 6172	21630	16439	32720	38970	22394	33114	59522	34595	 9375	17859	45591	10000	32073	36094	12657	56844	59604	10121	 8992	26390	42700	57014	 8077	19229	19781	51166	 5956	17826	25463	19121	59048	32272	52830	32039	36622	13058	17402	34184	15156	57682	 1576	54224	 2323	45973	31946	33369	48345	32023	15875	48211	50230	27968	15715	13935	 9295	29492	 6049	51967	59712	30764	28498	12049	 5720	 4962	 5944	48149	36081	31512	11358	 3508	 7525	 3397	14956	39246	20756	38400	48172	56941	23642	36442	56515	49358	50549	46976	13015	25437	28398	17976	11966	52129	
 88		 9296	22880	 3711	29363	42756	55300	55905	 3551	39089	 6640	40034	 3479	55400	51077	15479	46124	 1021	45337	59600	 4726	15684	23713	58870	 7928	33609	29937	16239	  949	51468	  374	57611	57060	40520	43069	 7529	13568	37082	18697	 5446	37096	40319	29104	 8629	56400	53898	30311	54546	47238	13238	10863	40681	52588	 4640	16466	47853	10875	50808	17799	37762	34341	15865	 5915	44445	33985	42487	 4027	25210	 1766	57621	29130	28042	 3034	14684	22179	 8868	52511	26569	52742	53620	53973	33278	38938	58923	28149	33075	24753	54894	32462	 9408	56970	57362	58623	59227	13324	  401	14958	41059	 3932	59592	11831	54121	17738	 4771	54016	12230	48861	42265	38729	28017	14160	 5067	18356	37952	24246	39047	34232	38112	20258	37853	16189	27820	22227	17332	 8242	48846	39360	48957	 1573	44046	19350	16316	35768	32731	48542	27552	52888	53981	27813	 8806	24406	15558	 4463	24638	 9006	22006	37720	29128	  901	16016	53870	 5137	33304	 9988	 8766	58671	 2261	16577	 6780	11921	48267	21550	23032	40942	48483	36572	44106	27685	17562	 2725	 9237	40730	53084	51514	30544	33361	44577	10204	37233	55263	56205	 5177	26636	53298	15912	54017	16106	53799	25916	35868	39420	   59	 6554	31698	14617	24781	55392	44024	10626	29643	18139	36021	54831	22543	33411	39453	38206	21934	44796	33648	32235	 9305	48324	48502	22766	48998	35124	24930	32134	20063	18326	28489	21442	23754	10275	
 89		 8551	35225	48120	 4647	 6007	 3002	41432	23487	 7563	42906	40244	 5136	42902	15746	21482	11947	12256	30617	48166	18526	32521	32480	29836	 3182	20953	58458	29717	51698	25842	59131	58056	 1561	51183	56624	19109	28617	15237	  833	14927	19494	17366	56012	54191	31669	29034	42802	39971	36361	54929	21242	26778	27919	18705	10364	40771	 9990	18064	48554	50235	34037	22920	24064	 7233	44987	40412	25399	37323	42097	24875	59748	42362	23881	53592	 6430	53042	27330	51808	21441	35553	33623	 8033	54595	22180	45639	10965	12980	 4648	 3456	57295	44627	10374	53789	37417	57665	21663	52734	57608	16101	14503	26425	41569	29456	54832	16862	31031	41860	33697	 3728	45963	49738	 9242	54756	46747	28621	57926	28497	12440	51262	11038	51378	 8333	56250	30052	 6673	 6844	21122	 9384	14772	47020	 2924	19503	16923	16853	27003	28284	57617	 1205	23206	59349	19753	20870	 7293	 3311	33774	42505	13387	23022	 4552	33292	51804	46780	52839	51701	45848	17300	 2919	43543	 9594	14521	48437	26248	 4420	 5676	10207	 1330	 5767	 4183	23163	21544	27790	15160	22782	 7610	33990	 5697	 6724	48439	43369	13447	32385	  103	 8052	36755	11295	41124	 9917	57023	25584	55696	 9322	27176	56872	49231	 7577	20147	35863	25325	18429	54791	34968	 4940	42023	40405	44049	28490	43997	26607	 7020	17329	42224	24698	58336	 2863	49022	52857	34669	11411	46081	18773	 7349	33455	15404	 8463	42355	
 90		 8558	 8722	46204	47535	43372	47360	49989	22042	28274	42508	 5643	49214	16752	46564	24696	 3645	 2702	 6779	23775	 6915	27543	19984	26949	51614	21495	47893	 9373	51994	30330	54986	59014	26484	13857	53197	22270	46257	 1105	18978	19873	34900	39038	25167	50344	32001	54681	48358	12420	20615	 6580	53756	58277	35895	41947	58809	51401	38103	53194	41932	25479	26076	17416	17631	25684	58639	 1045	13479	28593	49931	49954	54210	15018	 2522	45502	48975	 7656	26900	37634	53742	20628	 7910	35709	21788	 3212	34685	 5140	 9406	 6642	59815	19147	25920	56000	59376	27514	15868	18854	43533	 1820	49145	15211	22773	10908	34528	49319	 4189	21352	16462	21701	47201	 2295	18308	 2422	24083	40278	37413	30982	17904	57352	11095	23610	26341	25382	 1271	50314	43448	58210	27748	31569	 5425	45132	 2461	53655	29919	12770	11247	19526	16022	15610	20868	22297	14237	 3424	50831	21095	40055	11677	50135	 1065	51889	44665	13547	54910	35481	20051	25721	50903	53777	10631	 6842	23954	51121	36835	15324	24244	36823	 7516	19301	24326	51315	59256	25860	11373	20955	14629	32532	16201	23444	24984	41570	53944	52211	31898	19485	26859	  152	56351	16357	34302	43342	16493	20876	10551	54286	34782	33971	29806	58998	18957	51190	43628	58962	 7601	29328	42084	31747	43876	52285	14319	27465	43515	47451	24745	23412	 6304	26969	34318	57936	 2997	27890	 9227	33655	31353	57660	34703	45562	
